clean_text,category
demo was black money caught modi did inspite rbi warnings bhakt atleast had the guts then why don’ you elect babu bajrangi had the guts admit stabbing the womb pregnant muslim broad daylight bhakt mute ,1
airstrikes bhakt modi says ‘had rafale been there the results would’ been different’ true wah modiji wah isn’ that insulting heroes like abhinandan doesn’ that mean the govt has failed this time bhakt you antinational bhaago chale pakistan ,2
soon new elected this rascal racist extremist murderer should behind the bars modi selected worst ,2
for modi for locket chatterjee lokshava ,0
hoshiyar zardari bilawal baghawat sazish bilawal bhutto via remember asif ali zardari shiite nonmuslim and his blood can never patriot pakistan modis attack maybe invitation zardar and nawaz sharif,0
whats with bollywood and congress why are they promoting mediocrity the forefront common people deserve something better dont ,0
 never vote for modi,0
want see our country becoming superpower thn just vote for only strong govt political will can make our country superpower modi his political will power that will take our country lot forward isliye india ,1
congress needs alliance counter modi’ reliance,0
modi govt met disinvestment target only because one public sector company bought another ,0
varanasi loksabha seat against modi aap gives congress congress gives gives bsp bsp candidate joins bjp  too much fun ,1
pledge your first vote for modi ,1
look any one says that modi perfect not but course better than having pappu prime minister even congress presented any othe intelligent candidate would have understand even they presented tharoor having murder case would have understan,1
modi sir please help ,0
"modi never declared chowkidar for pulwama
theft dataexpert data fudginggdp unemployment including design templates fake degree certificates only declared chowkidar for bjp funds collected thru electoral bonds",2
"youre hindu nationalist how can you not punish modi this
",0
voters will choose wisely and reject modi who put vikas reverse gear with his disastrous demonetisation and badly executed gst india needs gst reform and experienced best bet ,1
congress rule enables chaiwalanow chowkidar they didnt allow hatredrss grow how cud modi become the way mind has shrunk there many things that congress has made today all using including the independence,1
calls modi demon den must know pisach,0
"due automation and artificial intelligence further job will decrease for sure irrespective any govt
modi focus start will bring more job and self employment",1
adani upadhyay later middle man who introduced adani modi long back ,2
defeat modi else will prime minister for ever arvind kejriwal india news times india ,0
anti trying use facts and logic sway the masses are way off base because the electoral base swayed and hatred minorities ,2
these parties are experts looting exploiting modi remembers ram manohar lohia target mahamilawat via namo app ,0
that good the people india nationalists want modi forever elections are waste money and leads more corruption and violence opposition,1
why modi’ chowkidar campaign nonstarter ,0
gujrat model failure and modi lied ,2
that your ego because you are not ready accept the failures modi,2
kay bola hoga know modimodimodi will tell one story there was gang chor there act was they visit market and one them chori and pass the iteam next and the first chor only shouting chor chor chor chor papu are like that,1
shatrughan sinha was far bigger public figure than you are siddiqui bigots and their support not required bjp rant rant and rant much you can wont make any difference modi cant defeated,1
modi cheerleaders can help him sell tshits caps ,0
modi while preparing manifesto include some relief for tax payers high way toll tax current situation for tax payers like double taxation,1
"salman khan good actor
great jokehe relation with acting like modis relation with usmuslims",1
this hindutva terrorism enjoys the tacit support the modi government overwhelming majority antimuslim lynchings have occurred since 2014 with many attackers acquittedbrutality aginst muslim families india ,1
subbu with you swamy right thinks has right order get work done from chowkidar let modi his blind bhakts put pakodawala chaiwala jamadaar its their wish exercise our freedom appointed chowkidar can sack him too ,1
some ppl gone crazy after modi came ,2
why modi have not held single press conference why can’ speak and answer the questions why only false speeches public conference this not what looking forward our prime minister  ,2
again agenda only defeat bjp could have told them about development agenda health care there are many issues but they only have one defeat modi,1
drswamys timesnow last year debate nearly million views the modis 2017 timesnow interview has million views,1
"dear beti sapna bjp mla gave stupid remarkson seeing you joined chor cong party you did much effortsdid much for yourfamily one thing sharing with youif you contest elections with modi bjp much bettersuggested you like
fathergood wishes regards",2
modi the darling business must ,0
trump lets make america great lets make china superpower modi lets make everyone ,1
hihihi balancing act blame modi even not remotely linked,1
"namaskar bharat mey bhi choukidar hun bharat maa centre state govts working together make india tbfree 2025 narendra modi
",0
rahul gandhi inherently transparent honest and identifies with every indian with him lies hypocrisy falsehood modi rule will thing past ,1
"you tolerated whole india for years you tolerated the poor
you tolerated other religions just supported one
you even tolerated your own party members
and the most you tolerated the nation and questioned the indian army and you are talking about tolerance ",1
modi boasting about digital had wait for more than deposit cash ₹50000 sbi mahim had deposited 5th mar butch was not honoured being old format now have applied for beech book may take week how deposit ppf before mar,1
can you please verify this tweet claiming bjp leaders forced nirav modi flee india ,2
just imagine how much karnatakas economy would have flourished under modis leadership ,1
remember bjp hindu party and they are moving very cautiously that there turmoil major proportion topple development agenda,1
fools and inexperienced are damaging more and ruling lessmodi hatao and india bachao ,1
see the lutyen and his anti modi mindset,0
ratan tata optimistic and praised modis leadership for new india,1
the arrest nirav modi and the rule law ,2
deram make new india and make our country super power world but all this politceants congresssp aapjds agenda the election stop modi they dont have any agend development then why you guys vote them ,1
"former odisha dgp prakash mishra joins bjp and will contesting from the cuttack lok sabha seat praised modis response pulwama strike also stressed that its time for parivartana odisha
bjp odisha looking strong ",1
mother was the most troubled one during demonotization she used joke jitna bacha rakha tha sab modi jama kara diye today when bank the manager told that you are eligible for 2000 all got was blessings and more blessings ,1
country like india where youth and peoples are thinking about rise above and growth our modi spreading idea selling pakoda and becoming chowkidar definitly has distressed many peoples,1
now the only concern how modi comes back and takes challenges which deserve second term alongside continuation reforms which will push india another level prosperity and development,0
deserves punishment for his hate speeches ,2
"indian has already win modi completed triple century
all chamcha contribute less than one century",1
this what has led global rise and why discontent fanned social media giving impetus populist leaders brilliant essay the london school economics ,1
modi returns power will become foreverwhat about you sisodiaji will overthrow you from cmship,0
"wherever there injustice people feels its right blame modi why farmers are not raising issue state govt fighting elections against their state parties
answer simple cause modi aggressive and people india believes that only can resolve issues ",1
gaali politics returns now andhra pradesh chandrababu naidu calls narendra modi quotdemonquot looks demon for all corrupt gaddar netas,2
hahathis salmasabrina with flavor and twistsociopath salma says modi govt cares for the rich ignoresrobs the poor sabrina vadri quotes like maos red book quotations ,2
almost 4000 crore spent but the ganga more polluted under modis watch ,1
dont worry minister indian muslims are developed much better life live standard life than pakistan you dont fear for modi your cheap tweet about our government,1
why pakistan crying name modi every day how nations support india airstrike why was not after 2611 why there was electrification thousands villages after independence how indian economy became 6th largest economy world years,2
are you against modi voting nota,0
"gandhi who has been entrusted with taking final call the coalition with aap will hear out senior leaders and their stand the issue
follow live updates here ",1
kamal haasan takes chowkidar modi kamal haasan modi rich mans guard stopping poor people from entering,2
ppl can keep thier name after india god name and then they can say anything thank modi for his polices and his way working how ppl like getting exposed slowly and slowly burkah went kargil and used sattlite phone also and help otherside true tell ,2
"there typical liason mutual benefit between both the modis way which amounts cheating the nation
",2
its ⁦ versus faceless opposition polls says ⁦ ⁦ ⁦ ,0
have never said that modi succeed yet even also criticizes modi for not haven better plan for demonotisation but just believe that better that rahul gandhi,1
should free cost mtlb chunav prachar bhi hum kare pese bhi hum wah modi wah aese bane yrrr ,1
very true modi govfailed provide employment,1
india wants leader who has vision success build strong united india who can fight against internal well external enemies and could represent india global platform all these qualities exist modi ,1
"
the foundation for new india 2022 has already been laid the modi govt with the vision housing health and education for all india realising its aspirations towards prosperous future via namo app",1
have changed profile picture add strength the movement appeal each one you join prime minister modi this endeavour ,0
dear governorani can you let the people indian how much rbi has has given modi govt during last five years please inform the outcome demonetization amt circulation howmuch 5001000 notes and deposited with rbihow much fake currency detectedbenifit nation ,2
tweet this telugu touch more local issues dont simply ride modi wave get the ground immediately this twittering english wont work guys simply wasted years time,1
modi pls come karnataka show the power youths campaigning you pls come  ೀ್ಂ್ೆ28ಕ್ೆ,0
akbaruddin owaisi challenges modi again questions main bhi chowkidar campaign ⚡⚡ ,1
had drawn iterinary tour ram temple sardar patel statue chatrapati shivaji museum pune etc last year not yet sure this life time will able realise ,1
better example that this namak harami you say anything modi that’ fine some extent but supporting the one who shouts for dividing india seriously raises question regarding your fundings and your conscience ,1
governance under the bjp has become circus there ringmaster but there are lions tigers the whip cracked lambs and rabbitsthere are course enough clowns who will say that there will elections after 2019 via ,0
major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony ,1
young and dynamic chowkidar says you are not with modi you are anti india ,1
pls watch the video has decoded the oppositions aim remove modi ,0
please sell off our forest please make india desert request all chowkidars first protect environment before anything else dont dilute the env laws ,1
modimodii will say this 1000 times that slave hdd has guts come slap will show him the hell,0
modi’ blog lohia opposition parties and their friendly media damage control mode the hypocrisy the ramshackle group parties the opposition appalling ,1
tulsi gabbard rejected interviews with tyt but chats with tucker carlson tucker carlson one the world’ most prominent white nationalist propagandists she also supports drone strikes torture and supports modi assad and other genocidal monsters she’ leftist,1
stature yeah right standing tall pile lies only modi can ,1
even with massive mandate 336 seats the nda government under modi has not been able anything impressive heres excellent analysis maitreesh ghatak udayan mukherjee ,1
they have manifesto except modi haataaoo,0
vote for modi vote for better future ,1
arvind why you are fearing modi saab,0
indian movie producers are desperate that they produce narendra modis biopic even before end his career politics now think that taimurs biopic not far ,2
best wishes for 2019 election wish from god you will win huge number vote india need leader like and also party like bjp and sri modi again prime minister india may thursday 2019,1
sir one request why bjp candidate contesting from mandya felt very bad that not voting first time from last year voting mandya also have huge modi fans you could have put candidate from mandya,2
public toilet near kanagadurga temple nizampeteaten money given modi govtcheater,1
rajdeep think 4got that imran not indian never combine cases like dis whenever talk imran dont comparison with modi its becoming stale,2
this time blind faith modi… absolute hate for congress milind deora elections news the indian express via ,2
wat about chindi modi wen saya vanakkam puddhucherry wen asked about the women safety india ,0
"china worried new stance modi govt
",1
petrified that modi will remain firmly saddle like gujarat ,2
not wrong the actual temperature might but and his party facing the modi heatwave for sure hence the degrees ,1
indias rupee goes from asias worst bestperforming currency just five weeks via ,2
"modi bhakts telling lies about rahul but rahul pidis are telling truth about modi
’ like cong saying k0ran god’ revelation but there proof for lord ram
’ like arabic ideology followers are peaceful but hol gives birth terr0rism",1
 btw prakash raj contesting from blore central yes modi scared him ,0
very true but congis will start campaign that modi scared best for him fight from whichever second seat prefers contestor let smritiji contest against wayanad elsewhere,1
major reason for social hatred and strife modi rule lack employment opportunities expanding employment avenues cong will ensure individual happiness and social harmony,1
the cow vigilantism and moral policing minus any real growth has put off many supporters who thought modi could actually bring about change the only change cows are more important than humans soon the country will only have cows best luck running with cow janta,1
rjd leader tejashwi yadav public ‘thanedar’ they will teach ‘chowkidar’ lesson this election public modi modi has cheated the countrymen country saw maximum unemployment under his regime communal forces have become stronger’,0
"before modis arrival 2014 all supported him for better india and all know what got last years
party will change and will change and problems the common people will remain same
every vote and every election lesson",1
from selling dreams 2014 selling tshirts 2019 modi sure has come long way,1
modi rahul firm narratives election crisscross ,2
the modi govt failure what you call the congress govts minus raos the rest them including vajpayees disgrace india,2
allow only modi ,0
not forgiveness terrible irresponsibility immaturity and abdication duty you cant just forgive rapist killer there reason why they are punished larger implication for humanity too btw when forgiving modi for defeating him,2
yes but how people think its modi alone doesnot make any sense bjp has almost alliance partners right now bjp expert setting fake narratives,2
chowkidar was name calling word thrown modi rahul gandhi foolishly happy that many opposition circuits are flustered now ,1
would better you ask about credible intellectual opposing modis record that would more fun ,1
"has the bjp hit the right note its choice symbol for political messaging there difference between chowkidari and leadership
",1
correct just have faith and trust modishah combo,0
nobody should asked pakistan they love their country did modi modi ordered them how will you support your argument that the gurugram incident was govt supported,1
jai are with the new india which only mumkin when modi will come into power again ,1
not worried vote worried about modi also take care licking abilities modi not paying attention you can become next smriti ,0
why sir mam shabana azami hate much that have seen criticizing him his govt before this time for tseries contract signed narinder modi film song shamefull,2
pakistan girls can wear whatever they want but they cant roam streets,0
yes agree but should narender modi phir ,0
the great modi trap ways congress has walked into ,1
"know going into dirty details nehru family itself getting gutter level
nehru cudnt get out edwina indira out mathai yoga mat
mathai writes book dirty mind blame modinow this pervertness hatred has poisoned mind killing logical thinking",2
yes cannot make any knee jerk moves drastic action even after has 100 legal the parliment and via pleas ammendments with ratification via courts but art minority has addressed make majority also part parcel our rights,1
bhi chokidar support modi sir clean india,1
many matters national objecftives requiring serious remaining why modi and rahul after the trivial chowkidar issue political statndards are declining below substandard level,1
congress star campaigner attack tshirt seller shows they issue raise against modi government,0
chowkidar modi will ensure cases opened with accused get prosecuted all legal hurdle settled for prosecution with illegal money returned govt kitty which ensures windfall revenue govt all crooks are joining together safeguard illegal wealth which modi take,2
tells his favorite persons twitter encourage people vote more and many those just retweeting with thank you all happening much moved this will vote twitter should provide evm here also ,1
yes bjp will fall short 200as individual party cong would around 100 may bjp but not modi ,0
going too extreme now please dont call people antinarional who dont vote for bjp modi all are free choose who vote,1
"from whatsapp have two options this elections choose from … lotus
… lootus nice lines seen banner bangalore want india modified modi for vision
rahul for division
all others for televisions  ",1
must vote for modi ,0
"mam praying for his speedy recovery and let know what way can support help regards
modi bhakt rashtra bhakt
keeping aside difference opinion when life individual stakeculture matters",0
nope ganga got even dirtier over four years modi govt said scientific report that the govt hid brought the facts out ,0
suli bele sir felt very bad that this time cannot vote bcz from mandya bjp candidate have modi fans mandya also dont know why candidate contesting from mandya from last yrs have voting and voted bjp elections this time not voting any body,2
imran khan has already acted modi will never act please stop trying equate the two they are not same and will never same,0
called secular leaders will reply like that why the priest was disturbing peace area praising modi praising modi was attack peace loving noora ali priest should arrested charges disturbing peace ्ों ी ै ,2
one see the fake calculation calsi chek kariye modi ,2
modi will next request you kindly reconsider assam from the preview under cab16 will help keep your image for ever,1
the practice sati johar etc gained prominence only after mughal invasions ignore the porki shameless people brutal rapes conversion polygamy halala fgm burqa marrying into their relatives dont waste your time,2
only modi,0
another one who expects defeat modi without contesting election join the growing list hopefuls ,0
jai hind modi very nice thought,1
neither junior modi nor senior modi can take unscripted questions ,0
this campaign low hanging fruit seems giving free publicity and brownie points modi champion democracy raga camp had put into some effort they could have done something similar,1
must read final days modi government adani project jharkhand becomes indias first power sector sez via ,1
india will become islamic nation not but for sure will not hindu nation under modi rule will dalitstan hindus vote without fear muslim rule use nota massively and show your non confidence political systempoliticians,1
last thing indians needed keep going modi ,0
rahul gandhis politics love can defeat the modi politics hate its time vote for love over hate ,2
"one the most hard working minister modi govt
opposition being afraid modi not because his popularity but his works too
they knowif got another 5yrshis initiated project will get completed
thentheir false allegations will vanish under his achievements clouds",2
opposition always resorted mockery personal attacks communal divide and unhealthy criticisms you have other agenda than remove modi for that very purpose you even allied with arch rival bsp now you are feeling the heat being exposed before people,2
yesjaitleys evaluation modi correct modi suffers from the dunningkrugereffectthat means modi has bias illusory superiority which comes from the inability lowability people recognise their lack ability hrs hard workingchestthumping etc,2
documents reveal modi and javadekars war indias environment huffpost india ,0
